day,CPT(km),CPT_temp(K),LRT(km),LRT_temp(K)
2002-10-24,17.962,193.25,14.518,200.65
2002-10-25,16.814,195.05,15.036,199.25
2002-10-26,16.951,193.25,16.951,193.25
2002-10-27,16.48,191.65,16.48,191.65
2002-10-28,17.078,188.85,15.766,193.65
2002-10-29,17.553,192.65,16.127,193.05
2002-10-30,17.437,191.65,17.437,191.65
2002-10-31,16.464,192.25,16.464,192.25
2002-11-01,17.351,193.85,16.422,198.85
2002-11-02,17.025,193.05,17.025,193.05
2002-11-03,16.605,193.65,16.605,193.65
2002-11-04,17.101,192.65,15.381,193.85
2002-11-05,16.697,189.85,16.697,189.85
2002-11-07,16.51,197.65,15.352,199.05
2002-11-08,16.641,195.45,15.932,196.65
2002-11-09,17.167,194.45,17.167,194.45
2002-11-11,16.983,189.05,16.983,189.05
2002-11-12,17.43,191.25,15.716,197.05
2002-11-13,17.514,193.65,17.514,193.65
2002-11-14,17.757,194.25,13.73,205.05
2002-11-15,17.543,191.45,17.543,191.45
2002-11-16,18.249,195.05,14.456,202.65
2002-11-17,18.186,192.25,18.186,192.25
2002-11-18,19.114,194.25,15.633,198.65
2002-11-19,17.899,193.85,16.986,195.25
2002-11-20,18.674,189.85,16.422,193.45
2002-11-21,17.314,191.05,16.544,191.85
2002-11-22,18.28,189.65,17.848,190.05
2002-11-23,18.399,192.85,18.009,193.25
2002-11-24,18.334,194.45,16.592,196.45
2002-11-25,15.952,195.45,15.952,195.45
2002-11-26,16.62,193.45,,
2002-11-27,17.749,193.45,17.749,193.45
2002-11-28,16.746,193.85,16.746,193.85
2002-11-29,17.254,192.65,16.517,194.45
2002-11-30,18.018,193.85,16.218,197.35
2002-12-01,18.181,192.45,16.451,195.05
2002-12-02,17.526,191.45,14.062,205.25
2002-12-03,18.09,191.45,16.872,193.45
2002-12-04,17.473,192.05,16.844,192.65
2002-12-05,18.111,192.25,16.309,195.85
2002-12-06,17.109,192.85,17.109,192.85
2002-12-07,16.504,191.45,16.504,191.45
2002-12-08,18.091,192.25,16.231,193.45
2002-12-09,16.843,193.45,16.843,193.45
2002-12-10,18.395,192.45,15.964,194.05
2002-12-11,17.57,194.05,17.213,194.45
2002-12-12,16.356,194.65,16.356,194.65
2002-12-13,18.631,195.45,14.872,200.25
2002-12-14,17.193,195.25,16.502,197.85
2002-12-15,18.356,194.45,15.043,200.05
2002-12-16,18.304,194.25,13.877,205.25
2002-12-17,16.797,193.65,16.797,193.65
2002-12-18,17.535,193.45,16.333,193.85
2002-12-19,16.458,193.25,16.458,193.25
2002-12-20,17.798,191.65,15.924,193.25
2002-12-21,17.127,188.65,17.127,188.65
2002-12-23,18.234,189.65,16.106,192.25
2002-12-24,16.751,190.65,16.751,190.65
2002-12-25,16.535,189.65,16.535,189.65
2002-12-26,18.435,192.65,16.088,194.45
2002-12-27,17.549,191.85,17.549,191.85
2002-12-28,17.864,191.65,17.864,191.65
2002-12-29,17.437,190.45,16.573,194.25
2002-12-30,17.263,191.85,17.263,191.85
2002-12-31,15.627,198.95,,
2003-01-01,16.489,192.45,16.489,192.45
2003-01-02,17.503,190.65,16.247,193.25
2003-01-03,17.775,191.25,16.334,193.65
2003-01-04,15.987,194.05,,
2003-01-05,17.334,190.65,16.574,192.05
2003-01-06,17.692,189.05,16.333,192.25
2003-01-07,17.369,191.65,16.836,192.45
2003-01-08,18.08,192.05,15.058,200.95
2003-01-09,17.327,191.45,17.327,191.45
2003-01-10,17.465,194.65,17.146,195.25
2003-01-11,14.668,200.65,,
2003-01-12,19.314,192.65,15.347,198.05
2003-01-13,17.729,194.25,15.913,197.05
2003-01-14,15.913,197.05,15.913,197.05
2003-01-15,16.375,195.05,16.375,195.05
2003-01-16,18.605,195.05,15.162,198.65
2003-01-17,17.448,194.65,16.552,198.45
2003-01-18,17.38,193.25,18.154,198.55
2003-01-19,17.915,192.65,16.061,195.85
2003-01-20,17.544,190.85,16.017,197.05
2003-01-21,17.824,191.45,17.824,191.45
2003-01-22,18.405,190.65,16.517,194.25
2003-01-23,18.353,189.45,16.818,191.25
2003-01-24,17.69,191.85,16.296,193.85
2003-01-25,17.497,192.05,16.148,193.65
2003-01-26,17.589,191.45,17.589,191.45
2003-01-27,17.901,194.45,17.836,194.55
2003-01-28,17.804,192.25,16.861,193.45
2003-01-29,17.395,192.65,17.395,192.65
2003-01-30,18.14,195.25,16.217,197.85
2003-01-31,19.151,196.65,18.436,197.85
2003-02-01,19.312,194.85,17.561,195.05
2003-02-02,18.445,192.05,18.102,192.65
2003-02-03,18.125,194.05,17.441,194.85
2003-02-04,18.517,193.05,16.547,196.85
2003-02-05,17.712,192.85,17.712,192.85
2003-02-06,17.885,194.05,17.885,194.05
2003-02-07,17.586,194.45,17.586,194.45
2003-02-08,17.32,194.05,17.32,194.05
2003-02-09,17.958,194.85,15.09,200.85
2003-02-10,19.321,195.65,16.015,197.25
2003-02-11,18.99,196.45,15.655,198.45
2003-02-12,16.102,193.85,16.102,193.85
2003-02-13,17.653,195.65,15.707,199.65
2003-02-14,17.362,194.45,16.194,197.85
2003-02-15,17.266,194.45,17.266,194.45
2003-02-16,17.906,193.65,17.165,194.85
2003-02-17,17.666,192.65,17.598,192.75
2003-02-18,13.443,213.05,,
2003-02-19,17.235,192.85,17.235,192.85
2003-02-20,17.096,192.05,17.096,192.05
2003-02-21,16.659,191.25,16.659,191.25
2003-02-22,17.911,188.85,17.911,188.85
2003-02-23,17.844,190.85,17.844,190.85
2003-02-24,17.117,191.45,17.117,191.45
2003-02-25,16.849,189.45,16.849,189.45
2003-02-26,17.741,193.65,16.015,197.45
2003-02-27,18.04,193.85,16.207,195.65
2003-02-28,17.754,192.85,16.858,193.85
2003-03-01,18.179,190.85,17.324,191.25
2003-03-02,17.677,190.65,17.677,190.65
2003-03-03,16.803,193.45,16.803,193.45
2003-03-04,16.564,192.65,16.564,192.65
2003-03-05,17.005,192.85,17.005,192.85
2003-03-06,17.393,194.25,17.012,194.65
2003-03-07,15.829,193.65,15.829,193.65
2003-03-08,16.977,194.25,15.526,195.65
2003-03-09,17.01,194.05,16.049,194.45
2003-03-10,16.118,196.05,16.118,196.05
2003-03-11,17.086,196.25,15.16,196.65
2003-03-12,16.303,191.65,16.303,191.65
2003-03-13,16.091,192.25,16.091,192.25
2003-03-14,16.457,193.45,15.239,199.45
2003-03-15,15.606,195.45,15.606,195.45
2003-03-16,15.494,196.05,15.494,196.05
2003-03-17,16.035,194.05,16.035,194.05
2003-03-18,17.163,197.45,16.102,198.85
2003-03-19,17.394,197.45,16.578,198.25
2003-03-20,17.044,196.65,15.792,200.05
2003-03-21,16.39,196.85,16.39,196.85
2003-03-25,16.55,195.64999999999998,,
2003-03-26,16.52,198.64999999999998,,
2003-03-27,16.51,199.64999999999998,16.51,199.64999999999998
2003-03-28,16.7,198.65,16.06,199.45
2003-03-29,17.281,194.65,16.492,198.45
2003-03-30,18.267,192.85,16.466,195.05
2003-03-31,16.66,193.25,16.66,193.25
2003-04-01,17.172,193.25,15.967,193.85
2003-04-02,17.284,193.05,16.502,197.65
2003-04-03,17.069,196.05,14.57,201.85
2003-04-04,16.655,195.05,16.655,195.05
2003-04-05,16.899,194.05,16.899,194.05
2003-04-06,17.523,193.25,16.94,193.65
2003-04-07,16.56,198.25,,
2003-04-08,17.446,194.45,15.329,197.45
2003-04-09,17.431,192.85,16.493,197.65
2003-04-10,16.698,195.45,15.272,200.25
2003-04-11,15.542,194.85,15.542,194.85
2003-04-12,17.374,195.05,17.374,195.05
2003-04-13,17.025,198.45,15.731,200.45
2003-04-14,17.155,199.45,14.959,201.85
2003-04-16,17.037,199.25,17.037,199.25
2003-04-17,16.719,197.65,16.719,197.65
2003-04-18,16.483,196.05,16.483,196.05
2003-04-19,17.089,194.65,17.089,194.65
2003-04-20,17.244,192.65,17.244,192.65
2003-04-21,17.068,195.25,14.823,198.25
2003-04-22,17.41,196.05,15.066,201.85
2003-04-23,17.059,196.05,16.031,198.05
2003-04-24,16.308,197.25,16.308,197.25
2003-04-25,16.763,195.25,16.763,195.25
2003-04-26,17.506,194.45,16.276,197.65
2003-04-27,16.61,195.05,16.61,195.05
2003-04-28,16.828,192.85,16.828,192.85
2003-04-29,17.183,192.65,17.183,192.65
2003-04-30,17.871,192.45,17.871,192.45
2003-05-01,18.173,191.65,16.007,194.85
2003-05-02,17.418,195.65,15.107,199.65
2003-05-03,16.923,197.45,16.923,197.45
2003-05-04,16.46,198.05,15.209,198.85
2003-05-05,17.809,196.65,17.542,197.05
2003-05-06,17.859,201.05,17.859,201.05
2003-05-07,16.929,198.65,15.55,200.65
2003-05-08,16.355,199.25,16.355,199.25
2003-05-09,16.642,197.85,14.04,212.85
2003-05-10,18.018,200.45,15.039,203.65
2003-05-11,17.443,198.85,13.396,207.05
2003-05-12,18.253,196.05,18.253,196.05
2003-05-13,18.383,197.65,13.329,208.85
2003-05-14,17.7,198.45,17.024,199.05
2003-05-15,18.216,195.25,18.216,195.25
2003-05-16,16.982,197.85,13.099,207.65
2003-05-17,17.871,196.05,17.871,196.05
2003-05-18,17.796,194.45,14.805,202.85
2003-05-19,17.601,195.65,13.747,207.45
2003-05-20,18.059,194.65,14.001,206.05
2003-05-21,17.37,197.85,17.37,197.85
2003-05-22,17.701,197.45,16.885,197.85
2003-05-23,16.59,200.05,15.273,201.65
2003-05-24,14.468,198.85,15.92,202.25
2003-05-25,17.858,198.25,13.99,203.45
2003-05-26,17.648,198.45,17.648,198.45
2003-05-27,17.445,199.65,16.964,200.45
2003-05-28,17.265,201.25,15.093,202.85
2003-05-29,17.039,199.65,15.598,203.55
2003-05-30,17.186,199.85,16.764,200.25
2003-05-31,17.775,199.25,10.667,222.85
2003-06-01,16.638,199.05,16.638,199.05
2003-06-02,17.237,197.05,17.237,197.05
2003-06-03,17.462,196.25,17.462,196.25
2003-06-04,17.129,196.85,16.141,198.25
2003-06-05,16.887,194.85,16.263,196.85
2003-06-06,15.769,199.65,14.465,201.75
2003-06-07,17.923,198.45,15.333,200.65
2003-06-08,,,,
2003-06-09,16.775,197.45,16.775,197.45
2003-06-10,17.233,197.45,16.431,201.25
2003-06-11,16.688,196.65,16.688,196.65
2003-06-12,16.987,198.65,15.58,199.25
2003-06-13,16.845,198.05,13.776,206.05
2003-06-14,17.249,199.25,16.201,199.65
2003-06-15,16.47,199.05,16.47,199.05
2003-06-16,17.045,194.05,15.941,196.85
2003-06-17,17.405,198.25,15.434,198.65
2003-06-18,16.902,199.45,14.312,200.65
2003-06-19,18.003,200.45,15.719,202.85
2003-06-20,16.62,198.45,16.62,198.45
2003-06-21,16.802,198.65,16.375,199.65
2003-06-22,16.996,201.05,16.529,201.45
2003-06-23,17.27,198.65,17.27,198.65
2003-06-24,17.548,194.25,15.976,198.65
2003-06-25,17.526,193.65,16.74,195.25
2003-06-26,16.92,195.45,16.35,196.25
2003-06-27,17.229,197.85,,
2003-06-28,17.637,197.65,15.49,200.05
2003-06-29,18.308,199.25,15.499,200.65
2003-06-30,16.141,201.65,16.141,201.65
2003-07-01,16.54,197.65,16.54,197.65
2003-07-02,16.73,195.65,16.73,195.65
2003-07-03,16.433,195.25,14.839,198.85
2003-07-04,16.443,194.45,16.443,194.45
2003-07-05,16.231,197.85,15.7,198.85
2003-07-06,17.14,196.65,15.619,198.65
2003-07-07,17.428,198.65,13.525,206.25
2003-07-08,17.495,197.85,16.036,199.85
2003-07-09,15.865,197.65,15.865,197.65
2003-07-10,17.364,194.85,13.371,208.65
2003-07-11,,,,
2003-07-12,17.882,202.25,14.678,206.35
2003-07-13,15.697,201.45,15.697,201.45
2003-07-14,17.116,200.65,15.494,201.85
2003-07-15,17.638,201.45,15.431,203.45
2003-07-16,16.877,197.05,15.405,201.65
2003-07-17,16.086,201.05,,
2003-07-18,15.307,203.65,13.347,204.25
2003-07-19,14.712,202.65,14.712,202.65
2003-07-20,16.45,201.85,13.913,203.45
2003-07-21,16.122,199.65,14.928,201.45
2003-07-22,17.149,198.85,15.054,201.85
2003-07-23,16.842,197.45,,
2003-07-24,16.877,197.65,16.877,197.65
2003-07-25,16.462,198.65,15.656,198.85
2003-07-26,16.062,198.25,16.062,198.25
2003-07-27,15.651,198.65,15.651,198.65
2003-07-28,16.442,200.45,12.249,212.45
2003-07-29,17.516,200.25,16.441,202.05
2003-07-30,16.977,201.25,15.451,204.25
2003-07-31,17.278,200.85,11.393,218.05
2003-08-01,17.957,199.05,16.081,202.25
2003-08-02,17.004,201.45,16.451,202.05
2003-08-03,17.757,198.25,14.81,205.45
2003-08-04,17.619,197.45,17.619,197.45
2003-08-05,17.237,197.65,17.237,197.65
2003-08-06,16.952,196.65,,
2003-08-07,17.286,197.25,17.286,197.25
2003-08-08,16.929,199.25,16.929,199.25
2003-08-09,17.859,199.25,16.535,199.85
2003-08-10,17.761,202.25,12.283,213.45
2003-08-11,18.408,205.25,11.758,216.85
2003-08-12,15.135,203.65,,
2003-08-13,16.922,202.65,15.94,203.05
2003-08-14,17.093,201.45,15.605,203.45
2003-08-15,16.599,201.65,11.642,215.65
2003-08-16,16.731,202.25,10.954,222.85
2003-08-17,17.043,202.85,10.533,228.05
2003-08-18,17.348,205.45,10.718,219.65
2003-08-19,16.383,201.85,12.055,214.85
2003-08-20,17.125,201.45,16.008,202.45
2003-08-21,16.853,197.65,16.472,198.85
2003-08-22,17.008,196.25,17.008,196.25
2003-08-23,17.449,198.05,16.1,199.45
2003-08-24,17.018,198.65,16.357,199.45
2003-08-25,16.482,198.25,16.482,198.25
2003-08-26,15.335,201.65,13.164,209.05
2003-08-27,16.762,201.65,15.591,202.85
2003-08-28,15.926,202.05,13.119,208.85
2003-08-29,16.197,203.25,12.18,214.45
2003-08-30,17.19,204.85,12.737,214.25
2003-08-31,17.808,203.65,11.734,214.05
2003-09-01,18.194,204.05,15.288,208.05
2003-09-02,16.37,206.45,15.526,206.65
2003-09-03,16.401,203.25,16.401,203.25
2003-09-04,17.008,200.25,10.563,225.05
2003-09-05,17.508,200.05,15.825,201.85
2003-09-06,15.764,201.65,15.764,201.65
2003-09-07,16.405,197.45,16.405,197.45
2003-09-08,18.329,197.85,18.329,197.85
2003-09-09,17.171,198.85,15.671,201.65
2003-09-10,17.125,200.05,15.303,200.45
2003-09-11,15.374,199.45,15.091,199.85
2003-09-12,14.936,201.45,14.936,201.45
2003-09-13,14.92,201.45,14.92,201.45
2003-09-14,16.754,199.65,16.754,199.65
2003-09-15,15.858,200.05,15.858,200.05
2003-09-17,17.121,202.65,15.216,204.25
2003-09-18,17.715,202.85,15.954,203.85
2003-09-19,16.535,201.25,15.332,203.85
2003-09-20,17.119,198.85,12.0,216.85
2003-09-21,17.115,198.65,16.5,199.45
2003-09-22,16.942,199.65,13.682,204.85
2003-09-23,16.62,199.05,16.62,199.05
2003-09-24,17.001,196.25,13.817,204.85
2003-09-25,16.888,195.25,16.888,195.25
2003-09-26,16.939,195.05,15.978,197.05
2003-09-27,16.815,196.85,15.638,198.65
2003-09-28,16.45,197.85,15.949,198.65
2003-09-29,16.111,196.45,16.111,196.45
2003-09-30,16.306,200.65,13.317,206.45
2003-10-01,17.14,200.65,15.616,203.25
2003-10-02,16.49,200.85,15.662,201.45
2003-10-03,16.165,200.25,16.165,200.25
2003-10-04,17.97,199.05,15.794,200.45
2003-10-05,16.285,196.05,16.285,196.05
2003-10-06,16.295,195.85,14.546,206.15
2003-10-07,17.081,195.45,17.081,195.45
2003-10-08,17.26,193.45,16.09,200.05
2003-10-09,17.535,196.25,13.841,206.45
2003-10-10,17.708,193.85,17.708,193.85
2003-10-11,17.34,193.65,17.34,193.65
2003-10-12,16.556,197.85,14.16,204.85
2003-10-13,17.585,198.85,15.43,201.25
2003-10-14,17.394,201.05,14.842,206.25
2003-10-15,17.609,204.05,15.224,204.45
2003-10-16,16.776,200.05,16.776,200.05
2003-10-17,16.792,194.65,16.56,195.05
2003-10-18,18.271,194.25,16.954,196.45
2003-10-19,17.421,194.05,16.418,197.45
2003-10-20,17.752,192.85,16.532,198.25
2003-10-21,17.512,196.05,16.288,197.15
2003-10-22,16.705,197.65,16.705,197.65
2003-10-23,,,,
2003-10-24,16.583,201.25,17.33,204.05
2003-10-25,17.583,197.65,16.254,199.85
2003-10-26,16.37,196.25,16.37,196.25
2003-10-27,16.04,192.85,16.04,192.85
2003-10-28,17.068,196.85,16.267,197.75
2003-10-29,16.544,200.25,16.544,200.25
2003-10-30,17.34,201.25,12.936,212.45
2003-10-31,17.51,200.65,16.2,202.45
2003-11-01,15.931,199.85,15.931,199.85
2003-11-02,17.301,197.85,15.828,198.85
2003-11-03,15.47,196.85,15.47,196.85
2003-11-04,16.47,198.05,15.315,199.25
2003-11-05,16.412,199.45,15.068,201.25
2003-11-06,17.454,197.25,16.718,198.25
2003-11-07,17.85,198.45,16.45,205.65
2003-11-08,17.839,202.85,15.902,205.65
2003-11-09,17.524,200.25,13.415,207.25
2003-11-10,16.51,196.85,16.118,197.45
2003-11-11,16.555,195.25,16.555,195.25
2003-11-12,17.049,194.25,17.049,194.25
2003-11-13,17.937,191.25,17.937,191.25
2003-11-14,16.885,194.65,16.885,194.65
2003-11-15,17.512,196.45,16.54,197.45
2003-11-16,17.905,192.25,17.905,192.25
2003-11-17,17.888,193.45,13.984,204.05
2003-11-18,17.157,192.45,17.157,192.45
2003-11-19,17.141,192.85,17.141,192.85
2003-11-20,16.931,195.25,16.931,195.25
2003-11-21,17.211,196.65,17.211,196.65
2003-11-22,17.981,198.85,16.492,199.85
2003-11-23,17.998,200.25,15.257,200.65
2003-11-24,16.318,197.65,16.318,197.65
2003-11-25,,,,
2003-11-26,17.672,195.05,15.446,197.25
2003-11-27,16.151,193.25,16.533,196.25
2003-11-28,16.544,192.05,16.544,192.05
2003-11-29,17.281,190.25,15.713,193.95
2003-11-30,17.254,191.25,16.638,191.85
2003-12-01,16.576,192.05,16.576,192.05
2003-12-02,17.433,192.05,16.533,194.05
2003-12-03,17.581,192.65,16.59,194.05
2003-12-04,17.513,189.85,17.513,189.85
2003-12-05,17.245,191.65,17.245,191.65
2003-12-06,17.877,189.45,17.249,189.85
2003-12-07,16.868,191.65,16.868,191.65
2003-12-08,16.755,190.05,16.755,190.05
2003-12-09,17.021,191.65,16.464,191.85
2003-12-10,17.158,191.85,16.087,193.85
2003-12-11,17.492,189.85,16.4,191.85
2003-12-12,16.61,192.85,,
2003-12-14,17.149,191.45,16.324,192.65
2003-12-15,16.94,189.85,16.94,189.85
2003-12-16,17.46,191.65,17.46,191.65
2003-12-17,17.732,190.85,16.62,194.05
2003-12-18,16.6,192.85,16.115,193.65
2003-12-20,17.566,194.05,17.566,194.05
2003-12-21,17.689,192.65,17.689,192.65
2003-12-24,17.835,192.85,16.834,195.85
2003-12-25,17.911,190.85,17.911,190.85
2003-12-26,17.87,193.85,17.526,194.05
2003-12-27,18.504,194.85,18.105,195.05
2003-12-28,18.33,198.25,17.649,198.45
2003-12-29,15.898,195.25,15.898,195.25
2003-12-30,16.57,193.05,15.929,193.45
2003-12-31,16.863,193.45,16.67,193.65
2004-01-01,16.87,192.05,16.87,192.05
2004-01-02,16.352,194.25,16.352,194.25
2004-01-03,17.684,193.85,16.976,194.95
2004-01-04,18.709,195.05,17.721,195.45
2004-01-05,17.048,193.65,17.048,193.65
2004-01-06,17.784,194.65,17.009,195.45
2004-01-07,17.136,193.45,17.136,193.45
2004-01-08,16.98,199.25,15.761,200.15
2004-01-09,15.814,194.65,17.793,197.05
2004-01-10,18.313,196.25,16.247,199.25
2004-01-11,17.968,195.05,16.426,196.05
2004-01-12,18.438,193.45,15.468,196.65
2004-01-13,15.946,196.85,15.946,196.85
2004-01-14,17.253,197.65,14.551,202.65
2004-01-15,16.484,192.65,16.484,192.65
2004-01-16,17.074,194.45,15.163,200.05
2004-01-17,18.052,194.05,16.096,195.25
2004-01-18,17.749,193.45,16.563,194.65
2004-01-19,16.887,194.25,16.487,194.65
2004-01-20,18.441,193.45,16.816,196.45
2004-01-21,17.444,193.05,17.444,193.05
2004-01-22,17.415,193.45,17.415,193.45
2004-01-23,17.492,196.45,15.607,198.05
2004-01-24,17.399,195.25,16.784,195.65
2004-01-25,17.826,195.85,15.553,197.65
2004-01-26,18.161,195.45,16.73,195.85
2004-01-27,17.065,195.65,15.714,198.45
2004-01-28,14.23,205.85,,
2004-01-29,17.932,196.05,15.449,197.85
2004-01-30,18.217,195.45,15.932,197.65
2004-01-31,16.619,198.05,16.619,198.05
2004-02-01,16.61,199.85,,
2004-02-02,18.265,193.25,17.912,193.65
2004-02-03,16.552,198.85,15.641,200.25
2004-02-04,18.034,193.25,16.999,195.05
2004-02-05,18.278,193.25,16.583,194.85
2004-02-06,16.774,190.45,16.774,190.45
2004-02-07,16.355,194.65,16.355,194.65
2004-02-08,16.59,196.45,,
2004-02-09,18.056,193.25,17.035,194.95
2004-02-10,17.578,198.25,16.617,198.85
2004-02-11,18.044,198.65,14.447,207.85
2004-02-12,17.03,200.65,14.941,206.25
2004-02-13,18.29,199.05,16.49,204.65
2004-02-14,19.279,200.05,14.875,200.45
2004-02-15,18.169,198.65,16.386,200.25
2004-02-16,18.123,199.05,16.56,201.45
2004-02-17,14.795,201.65,,
2004-02-18,17.015,197.85,15.66,200.05
2004-02-19,17.273,197.05,15.348,199.85
2004-02-20,16.885,196.65,16.885,196.65
2004-02-21,15.54,194.25,15.54,194.25
2004-02-22,15.476,196.05,15.476,196.05
2004-02-23,18.067,195.25,16.431,196.05
2004-02-24,15.268,195.45,15.268,195.45
2004-02-25,17.477,195.65,14.925,198.65
2004-02-26,16.55,198.85,15.632,199.65
2004-02-27,17.197,197.05,15.61,200.05
2004-02-28,16.294,202.65,13.959,211.65
2004-02-29,16.909,202.85,16.909,202.85
2004-03-01,17.857,202.05,15.994,204.25
2004-03-02,16.409,198.05,16.409,198.05
2004-03-03,17.445,192.45,16.932,192.85
2004-03-04,17.621,194.05,17.323,194.45
2004-03-05,16.381,198.65,16.381,198.65
2004-03-06,18.544,198.65,15.835,201.65
2004-03-07,18.218,199.05,16.749,200.45
2004-03-08,19.057,197.05,17.347,198.85
2004-03-15,17.941,197.25,15.54,200.25
2004-03-16,17.74,197.85,16.492,198.85
2004-03-17,16.423,201.45,,
2004-03-18,16.803,200.05,16.803,200.05
2004-03-19,17.829,196.65,17.829,196.65
2004-03-20,18.12,196.05,18.12,196.05
2004-03-21,17.132,197.85,17.132,197.85
2004-03-23,16.56,201.85,,
2004-03-24,17.735,200.65,11.069,220.25
2004-03-25,18.204,198.65,18.204,198.65
2004-03-26,18.442,200.85,17.353,201.25
2004-03-27,17.838,198.85,16.721,200.85
2004-03-28,17.012,199.65,17.012,199.65
2004-03-29,17.974,199.25,14.466,211.85
2004-03-30,17.324,199.25,17.324,199.25
2004-03-31,17.11,198.25,12.215,222.05
2004-04-01,17.666,195.65,17.666,195.65
2004-04-02,16.766,196.65,13.989,208.45
2004-04-03,18.448,197.65,16.008,200.45
2004-04-04,17.971,197.45,16.033,200.45
2004-04-05,18.311,197.45,15.535,201.85
2004-04-06,17.23,195.45,17.23,195.45
2004-04-07,17.837,197.45,16.709,198.25
2004-04-08,17.092,193.65,17.092,193.65
2004-04-09,17.752,192.05,17.752,192.05
2004-04-10,17.074,194.65,17.074,194.65
2004-04-11,17.359,196.65,17.359,196.65
2004-04-12,17.829,199.25,16.005,200.85
2004-04-13,17.842,196.45,16.105,201.65
2004-04-14,16.537,191.25,15.744,192.65
2004-04-15,17.514,197.25,15.918,199.65
2004-04-16,17.139,196.65,17.139,196.65
2004-04-17,17.207,195.65,17.207,195.65
2004-04-18,16.904,197.05,16.209,197.45
2004-04-19,16.56,196.05,15.565,196.25
2004-04-20,16.189,196.05,14.922,196.45
2004-04-21,17.036,195.05,16.483,196.05
2004-04-22,17.885,195.05,15.218,200.05
2004-04-23,17.069,194.05,17.069,194.05
2004-04-24,17.071,193.45,14.18,204.85
2004-04-25,17.141,193.25,17.141,193.25
2004-04-26,17.395,197.65,14.759,198.05
2004-04-27,17.84,199.65,15.367,199.85
